phase,ap_mag,freq,fr_sep,amp,pow_ex,temp,grav,metal,rad,mass
RGB,14.34,28.45,3.396,153.7,11.0,4196,2.333,-0.28,36.19,3.4299999999999997
HeB,14.15,27.08,3.454,172.9,11.6,4506,2.327,0.35,34.870000000000005,3.14
RGB,13.26,103.18,9.574,57.3,32.1,5117,2.935,-0.05,18.87,3.7300000000000004
RGB,14.6,37.76,4.152,105.1,13.6,4481,2.47,0.03,33.42,4.01
RGB,14.89,58.37,5.786,73.3,21.9,4486,2.659,0.28,26.71,3.96
RGB,15.63,133.61,11.31,58.1,45.6,4820,3.035,0.07,16.79,3.71
RGB,15.15,76.3,7.211,81.3,30.1,4791,2.79,0.31,23.53,4.15
HeB,14.17,31.07,3.686,162.6,13.2,4718,2.397,0.07,36.17,3.96
HeB,14.21,24.24,3.115,195.7,8.3,4225,2.265,-0.27,36.64,3.01
RGB,14.52,33.99,3.852,131.5,11.8,4218,2.411,-0.27,33.72,3.5700000000000003
RGB,14.5,35.79,4.035,120.8,12.6,4423,2.444,0.24,33.33,3.76
HeB,14.18,30.25,3.789,93.0,13.0,4755,2.387,0.1,33.56,3.34
RGB,14.2,25.59,3.065,121.9,10.4,4352,2.295,0.34,40.96,4.02
HeB,14.32,29.1,3.789,109.8,14.0,4731,2.369,0.2,32.31,2.96
RGB,12.64,133.93,11.123,37.6,42.2,4792,3.034,0.21,17.35,3.97
RGB,14.7,45.74,4.843,99.1,17.1,4638,2.561,0.12,30.509999999999998,4.109999999999999
RGB,13.53,8.48,1.372,486.2,2.9,4119,1.803,0.3,65.46,3.32
HeB,14.18,32.05,3.859,91.0,18.4,4553,2.402,0.38,33.33,3.41
HeB,14.72,48.27,4.792,74.6,11.6,4308,2.568,-0.27,31.450000000000003,4.449999999999999
RGB,14.96,63.99,6.27,74.6,23.5,4735,2.711,0.01,25.78,4.16
RGB,14.09,20.55,2.606,209.9,8.2,4312,2.197,0.32,45.22,3.9200000000000004
RGB,14.59,47.74,4.9,94.0,15.4,4166,2.556,-1.36,29.659999999999997,3.8600000000000003
HeB,14.28,32.83,3.836,103.9,14.4,4522,2.411,0.4,34.57,3.75
RGB,14.3,46.72,4.608,70.7,16.0,4185,2.548,-1.26,33.13,4.71
RGB,15.16,73.88,7.01,77.2,23.7,4389,2.757,-0.26,22.560000000000002,3.54
HeB,11.24,44.85,4.774,46.6,21.1,4828,2.561,0.26,31.73,4.46
HeB,14.24,31.07,3.732,109.2,14.9,4263,2.375,-0.61,32.93,3.12
RGB,15.16,85.02,7.805,66.2,25.6,4745,2.835,0.07,22.159999999999997,4.09
HeB,14.16,26.85,3.385,157.6,13.3,4482,2.322,0.42,36.07,3.3199999999999994
HeB,14.21,33.08,3.794,68.6,13.1,4164,2.397,-1.35,34.29,3.57
RGB,13.98,17.72,2.344,239.5,7.5,4278,2.131,0.32,47.980000000000004,3.8000000000000003
RGB,15.29,93.3,8.523,68.9,28.9,4784,2.877,0.1,20.53,3.8600000000000003
RGB,13.32,7.45,1.334,436.5,3.5,4356,1.759,0.43,62.459999999999994,2.7199999999999998
RGB,15.33,88.22,8.134,73.2,27.2,4663,2.847,0.43,21.11,3.8099999999999996
HeB,14.19,30.02,3.746,121.8,13.9,4734,2.382,0.05,33.93,3.38
RGB,15.0,62.52,6.158,91.3,20.7,4306,2.68,-0.28,24.490000000000002,3.4899999999999998
HeB,14.15,33.51,3.658,51.9,9.4,4749,2.431,0.39,39.96,5.24
HeB,14.98,71.01,6.75,69.6,21.4,4724,2.756,0.26,24.75,4.25
RGB,14.93,61.3,6.07,96.2,21.0,4677,2.69,0.35,26.240000000000002,4.1
HeB,11.52,84.73,7.029,45.9,29.7,4975,2.844,-0.03,28.220000000000002,6.75
RGB,15.22,65.5,6.442,103.5,21.6,4599,2.715,0.0,24.47,3.78
HeB,12.68,29.44,3.93,123.3,11.5,4906,2.382,-0.7,30.57,2.7399999999999998
RGB,13.44,127.0,11.279,54.5,33.9,4902,3.016,-0.38,16.1,3.2800000000000002
HeB,12.78,29.45,4.12,133.4,12.9,5135,2.392,-0.94,29.15,2.54
HeB,12.36,27.08,3.592,150.0,11.4,5067,2.352,0.07,35.05,3.3600000000000003
HeB,14.76,35.49,4.022,69.9,15.5,4773,2.457,-0.58,34.4,4.12
HeB,11.44,29.53,4.021,144.4,12.3,4756,2.376,-0.38,28.740000000000002,2.3899999999999997
HeB,13.54,27.68,3.252,84.1,10.0,5007,2.359,-0.21,43.0,5.15
RGB,13.22,99.67,9.227,68.3,28.5,4706,2.902,-0.14,18.37,3.2699999999999996
HeB,12.71,42.43,4.643,75.4,17.0,4939,2.542,-0.0,32.120000000000005,4.37
HeB,10.98,36.18,3.937,68.9,14.4,4806,2.467,-0.64,36.84,4.84
HeB,13.93,62.13,6.222,83.6,24.0,4906,2.706,-0.37,25.92,4.15
HeB,12.22,41.77,4.523,65.8,17.6,5014,2.538,-0.61,33.46,4.7
RGB,11.69,45.65,4.656,73.4,16.4,4716,2.564,0.07,33.32,4.95
RGB,13.66,42.67,4.635,117.9,13.6,4736,2.535,-0.28,31.189999999999998,4.0600000000000005
RGB,11.82,66.53,6.956,79.3,19.4,4748,2.729,-0.53,21.44,2.99
HeB,12.96,56.07,4.979,38.4,22.5,4999,2.666,-0.04,37.53,7.92
HeB,12.94,33.08,3.968,118.6,13.2,4831,2.429,-0.29,33.53,3.67
RGB,10.32,30.57,3.268,102.8,11.6,4577,2.383,0.19,44.519999999999996,5.82
HeB,12.33,32.48,4.051,133.2,14.6,4774,2.418,-0.28,31.29,3.12
HeB,13.91,30.44,3.949,189.0,12.6,5037,2.402,-0.6,32.14,3.17
HeB,13.19,18.91,2.889,171.0,9.1,4707,2.18,-0.4,35.300000000000004,2.3
RGB,10.05,114.1,9.51,27.6,34.6,4907,2.97,0.26,20.57,4.8
HeB,14.0,31.08,3.958,149.8,12.6,4876,2.404,0.18,32.339999999999996,3.2200000000000006
HeB,13.92,32.81,4.113,105.0,14.4,4979,2.432,-0.25,31.79,3.33
HeB,12.5,32.8,4.099,104.2,13.3,4948,2.43,-0.48,31.71,3.3
HeB,12.96,42.68,4.579,73.1,16.8,4857,2.541,-0.2,32.71,4.52
RGB,12.39,54.44,5.563,92.1,17.2,4610,2.635,0.12,27.39,3.9400000000000004
RGB,12.08,169.63,13.181,23.3,55.9,4897,3.142,0.14,15.879999999999999,4.25
RGB,12.93,86.97,7.84,60.0,26.1,4713,2.843,0.34,22.44,4.27
HeB,11.64,109.36,8.404,25.2,47.4,4976,2.955,0.14,25.58,7.17
HeB,10.75,54.4,5.023,40.5,21.7,4928,2.649,0.24,35.37,6.78
HeB,10.81,36.56,4.01,100.8,16.1,4799,2.471,0.25,36.51,4.79
HeB,11.28,40.43,4.454,79.9,17.2,4973,2.522,-0.41,33.26,4.47
HeB,12.09,39.0,4.332,77.4,16.7,4864,2.502,0.04,33.57,4.35
HeB,12.13,35.73,4.191,107.0,14.4,4968,2.468,-0.21,33.260000000000005,3.95
HeB,11.91,68.28,5.995,39.7,25.1,5004,2.751,0.09,31.459999999999997,6.790000000000001
HeB,12.72,26.3,3.517,165.0,12.9,4633,2.32,0.08,33.22,2.8
HeB,11.74,37.77,4.226,93.2,15.2,4765,2.483,0.3,33.78,4.23
HeB,13.11,84.06,7.27,36.9,42.5,5039,2.843,0.31,26.409999999999997,5.91
RGB,12.67,89.52,7.57,45.4,30.3,4893,2.864,0.06,25.380000000000003,5.72
RGB,12.71,105.49,9.15,42.1,35.9,4949,2.938,0.15,20.64,4.49
HeB,11.44,31.99,3.972,127.8,12.9,4837,2.415,0.04,32.690000000000005,3.37
HeB,13.06,26.76,3.463,120.2,11.5,5018,2.345,-0.19,36.78,3.64
RGB,11.06,135.53,11.535,44.2,39.3,4968,3.047,-0.76,16.52,3.71
RGB,9.92,81.67,7.131,47.8,25.5,4850,2.822,-0.01,25.9,5.42
HeB,13.84,28.47,3.252,132.6,9.8,5067,2.374,-0.14,44.69,5.74
RGB,13.51,55.72,5.591,86.5,19.8,4616,2.645,-0.09,27.660000000000004,4.12
HeB,10.92,44.03,4.676,54.4,17.3,5054,2.563,0.11,33.47,4.97
HeB,11.73,35.12,4.004,108.1,14.4,4819,2.454,0.27,35.27,4.31
RGB,13.89,140.13,11.621,29.6,41.4,5226,3.073,-0.34,17.6,4.45
HeB,11.21,39.87,4.435,73.7,15.0,4834,2.51,-0.12,32.51,4.17
RGB,13.87,66.53,6.445,72.0,23.5,4773,2.73,0.24,25.619999999999997,4.29
HeB,13.93,37.4,4.479,109.0,13.0,4908,2.486,-0.72,29.87,3.32
HeB,12.99,29.35,3.697,160.6,13.5,4724,2.372,0.11,34.05,3.33
HeB,12.85,31.29,4.03,122.0,12.3,4809,2.404,-0.08,30.9,2.95
RGB,13.74,59.72,5.926,91.0,18.1,4806,2.684,0.0,27.22,4.359999999999999
HeB,12.33,35.32,4.131,111.9,15.0,4764,2.454,-0.0,32.93,3.75
HeB,11.34,54.45,5.23,52.4,24.9,4787,2.643,0.42,31.99,5.48
RGB,12.88,129.47,11.27,58.9,35.2,5012,3.029,-0.18,16.79,3.67
HeB,14.21,30.05,3.719,118.7,14.4,4532,2.373,0.37,33.519999999999996,3.2300000000000004
RGB,14.15,21.61,2.745,208.6,8.1,4335,2.22,0.29,42.96,3.73
RGB,14.86,56.19,5.662,80.8,18.9,4716,2.654,0.32,27.810000000000002,4.24
HeB,14.21,29.46,3.787,113.1,15.7,4779,2.376,0.42,32.97,3.14
RGB,15.03,68.26,6.505,89.3,23.1,4379,2.722,-0.29,24.21,3.75
RGB,15.04,73.69,7.024,68.6,24.5,4560,2.764,0.29,23.14,3.7800000000000002
HeB,14.14,28.69,3.562,97.6,16.1,4784,2.365,0.27,36.24,3.7
RGB,15.44,106.06,9.238,70.5,32.3,4730,2.93,0.07,19.7,4.01
HeB,11.67,47.27,4.847,64.4,18.7,4864,2.585,0.06,32.53,4.95
RGB,14.99,63.98,6.377,60.7,38.7,4571,2.703,0.36,24.42,3.67
RGB,14.72,46.12,4.934,98.5,16.7,4531,2.559,0.36,29.22,3.7699999999999996
HeB,13.99,31.82,4.052,103.7,11.2,5110,2.424,-0.32,32.39,3.3899999999999997
HeB,12.7,28.56,3.406,124.3,12.2,4938,2.37,-0.31,40.0,4.5600000000000005
RGB,13.41,77.95,7.631,65.3,26.8,5108,2.813,-0.28,22.34,3.95
HeB,12.79,64.44,5.515,38.8,24.7,5118,2.731,-0.38,35.8,8.39
RGB,13.28,39.98,4.646,122.4,11.6,4890,2.514,-1.0,29.19,3.3899999999999997
RGB,13.91,186.85,14.555,34.9,47.4,5207,3.197,-0.37,14.92,4.25
HeB,11.82,46.16,4.298,47.2,14.4,4878,2.576,0.2,40.81,7.629999999999999
HeB,12.95,29.04,3.525,133.7,12.3,4829,2.372,-0.12,37.459999999999994,4.03
HeB,13.64,30.74,4.144,133.6,13.5,4762,2.394,-0.27,28.369999999999997,2.42
RGB,13.41,28.81,3.436,121.1,11.2,4867,2.37,-0.92,38.7,4.27
HeB,13.33,35.11,4.18,126.7,14.4,4906,2.458,-0.05,32.65,3.71
HeB,11.58,35.43,4.052,110.8,17.8,4732,2.454,0.09,34.23,4.0600000000000005
HeB,12.2,31.55,4.047,110.6,13.6,5132,2.422,-0.13,32.37,3.3600000000000003
HeB,13.25,37.23,4.078,108.8,13.0,4864,2.482,-0.12,36.07,4.8
HeB,12.78,32.99,3.919,113.4,13.6,4738,2.424,0.04,34.07,3.75
HeB,12.4,32.22,4.145,122.2,12.7,4886,2.42,-0.21,30.35,2.95
HeB,13.55,33.0,4.071,126.4,15.4,4976,2.434,0.09,32.83,3.56
RGB,12.99,59.18,5.917,88.7,17.2,4570,2.669,0.3,26.22,3.91
RGB,13.98,69.86,6.599,83.7,19.5,4839,2.754,0.01,25.8,4.6
HeB,10.89,31.38,4.124,119.1,13.8,5015,2.414,-0.54,30.340000000000003,2.9000000000000004
HeB,12.71,31.79,3.989,124.2,14.3,4867,2.413,-0.13,32.24,3.2700000000000005
RGB,13.41,126.87,10.945,63.4,35.1,4869,3.014,-0.12,17.08,3.67
RGB,11.7,67.91,6.544,55.1,23.1,4751,2.738,-0.04,25.14,4.2
HeB,13.94,37.36,4.318,101.0,15.0,5084,2.493,-0.06,33.4,4.22
RGB,11.36,5.41,0.747,565.0,2.2,4124,1.608,-0.09,148.16,10.82
RGB,12.2,138.35,11.151,38.9,43.4,5095,3.062,-0.15,18.53,4.81
RGB,13.47,57.06,5.792,78.7,16.6,4590,2.655,0.14,26.430000000000003,3.84
HeB,13.34,19.04,2.888,154.5,13.1,5005,2.197,-0.54,37.47,2.68
HeB,13.52,37.57,4.125,94.7,21.5,5070,2.495,-0.25,36.59,5.08
RGB,13.44,54.61,5.399,79.4,17.4,4683,2.64,0.18,29.55,4.630000000000001
HeB,13.97,33.18,4.103,136.4,13.7,4831,2.43,-0.3,31.44,3.2300000000000004
RGB,13.68,60.37,6.137,78.7,18.7,4942,2.695,-0.03,26.18,4.14
HeB,12.05,32.51,4.094,93.2,13.5,4850,2.422,-0.23,31.129999999999995,3.12
RGB,11.76,72.72,6.339,54.7,28.6,4766,2.768,0.37,28.950000000000003,5.97
HeB,10.61,34.22,3.971,127.6,13.5,4798,2.442,0.56,34.980000000000004,4.119999999999999
HeB,10.41,56.93,5.537,49.0,22.8,4907,2.668,0.02,30.2,5.17
HeB,13.24,29.85,4.266,151.3,12.6,5024,2.393,-0.84,27.18,2.2199999999999998
RGB,11.82,39.94,4.354,80.8,16.0,4665,2.503,-0.28,32.769999999999996,4.16
RGB,12.41,112.16,9.749,60.4,34.1,4780,2.957,0.19,18.88,3.9299999999999997
RGB,12.76,180.05,13.918,37.4,50.8,4877,3.167,0.17,15.07,4.0600000000000005
RGB,12.15,188.35,14.448,41.3,50.7,4936,3.189,0.05,14.75,4.08
HeB,12.24,47.63,4.756,55.4,19.2,5140,2.601,-0.19,35.34,6.05
HeB,12.94,33.72,3.97,119.4,13.5,4695,2.431,0.07,33.71,3.74
HeB,13.53,30.23,4.124,104.2,10.3,5275,2.409,-0.24,30.369999999999997,2.87
HeB,10.08,34.09,3.926,79.1,15.3,4723,2.437,0.2,35.11,4.1
HeB,12.66,84.48,7.027,34.6,32.0,5054,2.846,-0.09,28.52,6.9399999999999995
HeB,9.51,29.73,3.988,140.4,13.8,4961,2.388,-0.41,30.57,2.7800000000000002
HeB,13.7,27.7,3.583,152.6,12.5,4762,2.349,-0.28,34.019999999999996,3.14
HeB,12.68,37.23,4.228,77.7,15.1,5200,2.496,-0.13,35.22,4.73
RGB,10.77,10.28,1.55,230.0,4.8,4379,1.9,-0.07,64.35,4.0
RGB,11.85,20.46,2.326,117.1,9.0,4616,2.21,0.28,59.519999999999996,6.99
RGB,10.84,10.35,1.563,342.0,3.8,4494,1.909,0.09,64.85,4.1499999999999995
RGB,11.49,91.08,8.331,57.4,28.6,4963,2.875,-0.18,21.45,4.1899999999999995
RGB,12.11,193.25,15.049,39.4,45.3,4917,3.199,-0.3,13.82,3.67
RGB,7.99,106.77,8.649,30.0,38.2,4940,2.943,0.0,23.33,5.79
HeB,11.1,31.32,3.328,77.3,14.2,4937,2.41,0.1,46.36,6.71
HeB,12.04,50.64,4.898,58.8,21.8,4828,2.614,0.34,34.04,5.79
HeB,13.29,30.09,3.927,135.4,11.8,5215,2.404,-0.24,33.09,3.38
HeB,12.23,29.33,3.853,115.7,16.7,4866,2.378,-0.12,31.96,2.9699999999999998
RGB,15.0,60.62,6.095,98.1,20.7,4170,2.66,-1.37,24.35,3.3000000000000003
HeB,9.44,28.91,3.731,88.0,12.5,4899,2.373,-0.49,33.41,3.21
RGB,12.11,49.41,5.061,63.7,12.1,4943,2.608,-0.11,31.449999999999996,4.88
HeB,13.58,33.5,4.148,98.8,13.1,5070,2.445,-0.18,32.37,3.55
HeB,13.73,36.63,4.273,100.4,14.7,5064,2.483,-0.29,33.230000000000004,4.1
RGB,12.85,8.1,1.542,316.8,4.2,4398,1.797,0.08,51.33,2.01
RGB,13.68,5.35,0.979,680.4,2.4,4001,1.597,0.33,79.84,3.0700000000000003
HeB,13.87,31.77,3.868,117.4,14.0,4718,2.406,-0.14,33.4,3.4499999999999997
RGB,12.15,59.05,5.991,95.1,17.4,4573,2.669,0.23,25.52,3.7
RGB,11.59,45.77,4.659,79.9,16.4,4731,2.565,0.02,33.4,4.99
RGB,13.65,50.65,5.368,74.6,16.2,4964,2.62,-0.19,28.729999999999997,4.1899999999999995
RGB,12.53,38.99,4.056,52.9,14.2,4906,2.504,-0.04,38.52,5.74
RGB,10.23,9.62,1.537,219.4,5.6,4373,1.871,0.13,61.14999999999999,3.38
RGB,13.67,58.69,5.874,72.5,24.0,4995,2.685,-0.01,27.950000000000003,4.6
HeB,13.49,28.87,4.119,134.7,12.2,5305,2.39,-0.24,29.269999999999996,2.56
RGB,13.08,58.81,5.984,94.6,17.3,4661,2.671,-0.01,25.689999999999998,3.7699999999999996
HeB,13.73,32.13,4.096,117.5,13.4,5203,2.432,-0.18,32.44,3.46
RGB,13.96,50.8,5.203,87.2,17.9,4876,2.617,0.11,30.39,4.65
RGB,12.27,56.49,5.589,87.6,18.9,4585,2.65,0.38,28.159999999999997,4.3100000000000005
HeB,13.87,28.14,4.027,83.6,12.2,5315,2.379,-0.89,29.89,2.6
HeB,13.63,35.48,4.217,119.8,13.1,5016,2.467,0.01,33.0,3.88
RGB,13.94,42.87,4.827,82.7,13.9,4869,2.543,-0.58,29.36,3.66
HeB,12.12,36.04,4.055,78.9,13.8,5232,2.483,-0.42,37.150000000000006,5.11
HeB,12.34,52.7,5.095,65.9,19.7,4859,2.632,0.21,32.86,5.63
HeB,12.73,38.56,4.27,92.0,13.9,5142,2.509,-0.24,35.44,4.93
HeB,10.51,33.08,4.181,116.3,13.2,5003,2.437,-0.62,30.970000000000002,3.19
HeB,12.24,28.36,3.411,129.6,11.3,4702,2.356,0.21,38.57,4.11
RGB,12.29,116.05,10.413,63.7,33.4,4716,2.969,-0.12,16.84,3.2200000000000006
HeB,11.87,52.15,5.761,62.5,22.8,4717,2.621,-0.26,24.6,3.08
HeB,13.22,25.85,3.49,146.4,11.7,5082,2.333,-0.23,35.379999999999995,3.2800000000000002
RGB,13.82,102.29,9.301,57.3,30.4,5101,2.931,-0.05,19.77,4.0600000000000005
HeB,12.62,38.16,4.267,111.2,15.0,4940,2.496,0.25,34.35,4.5
HeB,10.53,67.73,5.78,34.0,26.1,5084,2.751,0.01,34.16,8.01
RGB,14.0,70.06,6.687,66.0,27.0,4978,2.761,-0.22,25.66,4.61
HeB,13.45,34.51,4.049,121.0,14.3,4845,2.448,-0.08,33.86,3.91
RGB,13.89,130.99,10.696,34.4,37.0,4990,3.034,-0.09,18.8,4.640000000000001
HeB,12.03,32.6,3.981,106.2,15.2,4616,2.413,0.29,32.16,3.25
HeB,13.53,33.47,4.141,133.0,12.9,4931,2.438,-0.07,31.869999999999997,3.3899999999999997
RGB,13.73,141.56,11.915,48.1,37.2,4965,3.066,-0.11,16.33,3.7800000000000002
RGB,11.07,53.54,5.486,88.9,16.8,4652,2.63,0.09,27.86,4.02
RGB,13.05,110.0,9.091,32.9,37.1,4916,2.955,0.13,21.689999999999998,5.16
HeB,11.77,31.87,4.018,81.3,13.4,4899,2.416,-0.43,31.79,3.2
HeB,13.15,28.21,3.887,135.2,14.4,5109,2.372,-0.13,31.35,2.8200000000000003
RGB,13.12,133.49,10.502,29.5,56.3,4961,3.041,0.16,19.87,5.27
HeB,13.51,30.33,3.941,122.2,12.4,4938,2.396,-0.28,31.82,3.06
HeB,13.87,30.15,3.646,130.9,12.3,5034,2.398,-0.14,37.489999999999995,4.26
HeB,13.85,38.41,4.371,101.7,14.4,5111,2.506,-0.02,33.64,4.41
HeB,13.18,32.71,4.104,151.7,11.7,4873,2.426,0.04,31.54,3.2300000000000004
HeB,12.52,30.87,3.303,80.7,13.7,5012,2.407,-0.17,46.8,6.79
RGB,10.01,54.36,5.467,89.6,15.0,4798,2.643,0.09,29.119999999999997,4.54
RGB,12.85,52.88,5.61,95.4,17.5,4600,2.622,-0.19,25.889999999999997,3.42
RGB,12.01,47.31,4.828,72.6,16.3,4661,2.576,-0.14,31.7,4.6
RGB,13.27,36.04,4.082,136.7,11.6,4821,2.466,0.07,34.74,4.29
RGB,13.62,100.44,9.068,58.4,31.0,5101,2.923,-0.0,20.43,4.24
RGB,13.82,44.89,4.823,112.7,14.1,4641,2.553,0.44,30.160000000000004,3.95
HeB,10.43,90.6,7.06,20.4,23.7,5311,2.887,-0.13,32.01,9.61
HeB,10.9,40.73,4.23,54.6,15.6,5048,2.529,0.07,37.79,5.86
RGB,12.83,82.36,7.596,59.3,25.5,4830,2.825,-0.14,22.869999999999997,4.25
RGB,13.1,44.55,5.05,104.7,14.6,4641,2.549,-0.36,26.96,3.13
RGB,12.95,86.27,7.812,54.4,29.5,4865,2.847,-0.15,22.759999999999998,4.43
RGB,12.07,59.73,5.98,75.1,18.5,4813,2.685,-0.09,26.72,4.2
HeB,11.33,37.33,4.248,105.6,16.4,4775,2.479,0.33,33.1,4.0200000000000005
RGB,13.35,57.13,5.73,62.6,19.6,4616,2.656,0.25,27.19,4.08
HeB,10.66,76.6,6.283,31.0,31.3,5061,2.804,0.21,32.59,8.21
HeB,9.3,91.65,7.069,18.6,41.8,5091,2.883,0.02,31.08,8.97
RGB,13.61,61.17,6.11,91.6,21.2,4661,2.688,-0.36,25.4,3.82
RGB,10.22,6.82,1.107,380.0,2.5,4310,1.719,0.0,83.24000000000001,4.41
HeB,13.91,34.88,4.024,114.2,14.4,5192,2.468,-0.18,36.39,4.73
HeB,13.66,30.92,4.246,111.6,12.7,5245,2.417,-0.2,29.28,2.73
RGB,12.04,99.97,9.299,67.5,28.8,4718,2.904,-0.21,18.14,3.2
RGB,12.01,8.22,1.415,374.6,3.5,4280,1.798,-0.31,60.47,2.8
RGB,12.65,7.66,1.348,312.0,3.8,4342,1.77,0.14,62.900000000000006,2.84
RGB,12.21,8.43,1.589,286.5,4.5,4524,1.821,-0.17,50.98,2.0999999999999996
HeB,11.87,39.76,4.233,92.2,16.4,4828,2.509,0.3,35.790000000000006,5.03
HeB,11.97,28.77,4.02,130.1,12.3,4894,2.371,-0.51,28.75,2.3600000000000003
HeB,12.79,28.19,3.803,125.2,12.5,4930,2.364,-0.35,31.71,2.82
RGB,13.01,44.61,4.588,81.9,16.0,4690,2.552,0.15,33.46,4.859999999999999
RGB,13.55,51.18,5.316,92.0,19.0,4768,2.616,-0.04,28.8,4.16
HeB,13.07,101.53,7.9,24.8,50.0,5258,2.934,-0.46,28.259999999999998,8.34
RGB,13.07,17.3,2.205,161.2,6.6,4570,2.135,-0.33,54.81999999999999,4.99
HeB,10.96,32.07,3.791,122.5,12.3,4803,2.414,0.14,35.8,4.04
RGB,12.81,53.71,5.296,57.5,19.4,4792,2.638,-0.25,30.39,4.88
RGB,13.99,42.02,4.558,80.9,14.2,4833,2.533,-0.3,32.28,4.3100000000000005
RGB,13.24,55.81,5.616,90.8,19.3,4553,2.643,0.37,27.4,4.01
RGB,13.57,49.67,5.228,96.6,16.8,4439,2.587,-0.48,27.369999999999997,3.5300000000000002
HeB,13.18,23.94,3.242,149.7,10.2,4970,2.295,-0.12,37.379999999999995,3.35
HeB,13.76,33.43,3.997,113.2,13.8,5032,2.442,-0.04,34.66,4.04
RGB,13.86,125.18,10.3,58.1,36.5,4992,3.014,0.24,19.470000000000002,4.760000000000001
HeB,14.0,33.06,3.88,134.1,15.8,5062,2.439,-0.04,36.47,4.45
HeB,12.7,34.61,4.031,103.2,16.9,4994,2.456,0.11,35.13,4.27
HeB,13.4,30.59,3.967,138.4,13.3,4789,2.393,-0.21,30.9,2.86
HeB,13.67,44.51,4.651,71.6,18.0,5066,2.568,-0.25,34.06,5.22
RGB,10.5,135.9,10.308,16.6,65.2,5005,3.05,-0.27,21.03,6.03
RGB,11.86,150.47,13.132,48.0,41.0,5254,3.105,0.07,14.91,3.44
HeB,13.75,31.64,4.123,108.5,11.9,5130,2.423,0.15,31.36,3.17
HeB,13.7,27.06,3.563,150.6,10.2,5083,2.353,-0.23,35.5,3.46
HeB,13.15,34.79,4.154,110.4,13.5,5201,2.467,-0.12,34.14,4.1499999999999995
RGB,13.71,161.33,13.537,38.3,42.3,5171,3.132,-0.34,14.830000000000002,3.63
RGB,13.12,71.34,6.708,75.1,23.2,4736,2.758,0.2,25.220000000000002,4.43
HeB,12.18,35.94,4.212,92.6,14.7,4922,2.469,0.21,33.14,3.9300000000000006
RGB,11.07,30.18,3.439,106.1,11.2,4843,2.39,0.02,41.11,5.04
HeB,13.7,32.58,3.944,129.6,13.4,4828,2.422,0.08,33.71,3.6500000000000004
HeB,11.35,97.07,7.731,31.0,28.6,4995,2.904,0.22,26.93,7.0600000000000005
HeB,12.49,32.1,4.183,124.2,13.2,5005,2.424,-0.13,30.34,2.96
HeB,12.76,29.05,3.425,101.5,12.8,4923,2.376,-0.38,40.09,4.65
HeB,13.23,31.79,4.209,105.7,12.7,5191,2.427,-0.38,30.369999999999997,3.0
HeB,13.4,32.26,3.989,93.6,12.6,4768,2.415,-0.1,32.21,3.2800000000000002
HeB,13.32,30.43,3.868,114.8,13.4,5110,2.405,-0.09,34.06,3.5799999999999996
HeB,10.75,46.9,4.826,71.5,19.6,4806,2.579,0.3,32.379999999999995,4.84
HeB,12.62,29.32,3.803,142.8,13.8,4915,2.38,0.07,33.16,3.21
HeB,11.54,78.95,6.844,33.0,26.2,4996,2.814,0.15,27.82,6.14
HeB,12.99,30.82,3.938,120.2,14.5,5001,2.406,0.1,32.91,3.3500000000000005
RGB,12.26,12.34,1.822,287.3,4.3,4346,1.977,-0.24,55.480000000000004,3.55
HeB,13.96,39.62,4.286,85.3,16.2,4904,2.51,0.07,35.06,4.85
RGB,13.68,56.26,5.53,82.5,19.5,4579,2.648,0.32,28.619999999999997,4.43
HeB,10.07,101.39,7.639,20.2,31.4,5077,2.926,0.04,29.36,8.84
HeB,13.97,78.39,6.677,50.5,32.4,4898,2.807,0.35,28.690000000000005,6.42
HeB,12.02,28.8,4.191,170.8,13.8,4839,2.369,0.24,27.03,2.08
HeB,15.7,27.95,3.782,125.2,12.2,4655,2.348,-0.07,30.57,2.5300000000000002
RGB,8.15,32.75,3.484,67.7,14.1,4817,2.424,-0.27,43.04,5.98
RGB,13.49,91.41,8.186,36.9,19.0,4980,2.877,0.04,22.39,4.6
HeB,11.99,30.51,3.818,135.6,14.4,4702,2.388,-0.04,32.95,3.2300000000000004
RGB,10.03,63.36,6.38,68.0,20.5,4604,2.701,-0.09,24.08,3.5300000000000002
RGB,13.36,135.29,11.673,47.5,39.8,5190,3.056,-0.31,16.759999999999998,3.89
RGB,12.62,77.26,7.879,51.0,25.8,5334,2.819,-0.33,21.4,3.67
RGB,12.64,182.31,13.715,35.9,51.0,4869,3.172,0.2,15.71,4.46
RGB,13.84,124.68,11.335,55.4,35.7,5223,3.022,-0.33,16.47,3.4699999999999998
RGB,12.29,133.81,10.725,41.4,41.7,4859,3.037,0.07,18.78,4.67
HeB,13.77,26.55,3.601,144.2,12.0,5168,2.348,-0.4,34.519999999999996,3.22
RGB,13.28,57.14,6.055,93.5,16.6,4988,2.673,-0.23,25.55,3.7399999999999998
RGB,12.47,97.69,7.822,38.9,37.8,4893,2.902,0.24,26.049999999999997,6.58
RGB,12.44,55.16,5.056,63.1,20.5,4649,2.643,0.36,33.99,6.17
RGB,13.54,44.66,4.652,85.2,15.5,4887,2.562,-0.39,33.2,4.88
HeB,13.95,58.45,6.472,67.6,16.8,5433,2.702,-1.07,23.869999999999997,3.48
